PRIMARY_KEY,STATE,YEAR,ENROLL,Total Expenditure,Instruction Expenditure,Support Services Expenditure,Other Expenditure,Capital Outlay Expenditure,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,Math Score Grade 4,Math Score Grade 8,Reading Score Grade 4,Reading Score Grade 8
2014_PENNSYLVANIA,PENNSYLVANIA,2014,1605292,28620630,15352999,7889064,1163079,1566997,8106,127398,129927,135683,131694,1058258,549398,1615762,,,,
2015_PENNSYLVANIA,PENNSYLVANIA,2015,1589429,29690645,16058338,8196747,1050310,1663209,8201,120874,130671,131505,129921,1047793,540546,1596540,243.3122399,283.6684154,226.6707741,262.6731459
2016_PENNSYLVANIA,PENNSYLVANIA,2016,1572593,30925177,16717308,8464573,1079198,1793713,,,,,,,,,,,,
2017_PENNSYLVANIA,PENNSYLVANIA,2017,,,,,,,,,,,,,,,241.6723272,286.3938323,224.9247023,266.2166842
2001_PUERTO_RICO,PUERTO_RICO,2001,,,,,,,863,41529,47082,46410,32699,382071,159891,542825,,,,
2012_PUERTO_RICO,PUERTO_RICO,2012,,,,,,,1050,27887,31345,35547,27169,266387,124638,392075,,,,
2014_PUERTO_RICO,PUERTO_RICO,2014,,,,,,,1975,27439,30556,32691,27054,245604,121801,369380,,,,
2015_PUERTO_RICO,PUERTO_RICO,2015,,,,,,,2728,23228,27753,29884,26700,227156,113547,343431,,,,
2010_PUERTO_RICO,PUERTO_RICO,2010,,,,,,,866,30968,36919,37481,29640,292681,134116,427663,,,,
2008_PUERTO_RICO,PUERTO_RICO,2008,,,,,,,372,30914,39544,40500,30419,314224,143727,458323,,,,
2005_PUERTO_RICO,PUERTO_RICO,2005,,,,,,,212,37695,43432,42804,33016,348233,157528,505973,,,,
1997_PUERTO_RICO,PUERTO_RICO,1997,,,,,,,358,43961,50314,46044,32432,399561,159395,559314,,,,
1995_PUERTO_RICO,PUERTO_RICO,1995,,,,,,,255,44566,49762,48934,32535,402767,161331,564353,,,,
2003_PUERTO_RICO,PUERTO_RICO,2003,,,,,,,232,40441,46101,45866,32824,364907,160077,525216,,,,
2013_PUERTO_RICO,PUERTO_RICO,2013,,,,,,,1410,27752,31076,34365,27374,256029,123860,381299,,,,
1994_PUERTO_RICO,PUERTO_RICO,1994,,,,,,,143,39962,50311,49774,32935,405858,161203,567204,,,,
2011_PUERTO_RICO,PUERTO_RICO,2011,,,,,,,1060,29287,33638,36488,28278,278581,128816,408457,,,,
2002_PUERTO_RICO,PUERTO_RICO,2002,,,,,,,347,39941,47342,47533,33062,375774,160894,537015,,,,
2006_PUERTO_RICO,PUERTO_RICO,2006,,,,,,,207,35468,41624,42914,34829,337301,156618,494126,,,,
2004_PUERTO_RICO,PUERTO_RICO,2004,,,,,,,199,38375,44497,43212,32917,356653,160428,517280,,,,
1993_PUERTO_RICO,PUERTO_RICO,1993,,,,,,,281,38305,51411,50711,32610,416767,163511,580559,,,,
1999_PUERTO_RICO,PUERTO_RICO,1999,,,,,,,619,43261,49835,45842,34428,389889,159788,550296,,,,
2007_PUERTO_RICO,PUERTO_RICO,2007,,,,,,,420,32490,41523,42807,33478,330494,149553,480467,,,,
1992_PUERTO_RICO,PUERTO_RICO,1992,,,,,,,89,37806,52944,50913,32344,423308,163573,586970,,,,
1996_PUERTO_RICO,PUERTO_RICO,1996,,,,,,,373,42399,49998,47449,32361,401737,160499,562609,,,,
2000_PUERTO_RICO,PUERTO_RICO,2000,,,,,,,1139,42957,47296,46852,33567,388062,161218,550419,,,,
2009_PUERTO_RICO,PUERTO_RICO,2009,,,,,,,270,31976,38583,39143,29374,305453,140785,446508,,,,
1992_RHODE_ISLAND,RHODE_ISLAND,1992,,863404,556787,265279,,14685,498,10883,11129,10204,8244,90758,37931,129187,215.4492482,265.9071091,219.9400977,
1993_RHODE_ISLAND,RHODE_ISLAND,1993,138939,901540,588044,268106,11541,12708,465,11348,11603,10650,8094,92255,38470,131190,,,,
1994_RHODE_ISLAND,RHODE_ISLAND,1994,144918,994885,642068,300816,14152,14866,469,10701,11549,10747,8440,93820,39416,133705,,,,
1995_RHODE_ISLAND,RHODE_ISLAND,1995,146609,1056716,677240,308559,27613,18871,531,10947,11596,11032,8263,95432,39828,135791,,,,
1996_RHODE_ISLAND,RHODE_ISLAND,1996,148977,1092459,699778,321959,24931,20181,666,11366,11829,11104,8428,95384,40681,136731,220.4180939,268.8773081,218.0275179,
1997_RHODE_ISLAND,RHODE_ISLAND,1997,150433,1175638,740878,336147,47227,21853,629,11397,12083,11272,8633,96551,41373,138553,,,,
1998_RHODE_ISLAND,RHODE_ISLAND,1998,152356,1221558,762746,355309,48765,24136,811,10907,12323,11372,8727,97364,42113,140288,,,,
1999_RHODE_ISLAND,RHODE_ISLAND,1999,153710,1289045,792559,382899,51755,28611,1047,11078,12578,11592,9138,98113,42751,141911,,,,
2000_RHODE_ISLAND,RHODE_ISLAND,2000,155351,1388454,845667,421472,57496,30587,1055,10521,12490,11750,9184,98705,43616,143376,224.6338573,273.4257851,219.6235053,
2001_RHODE_ISLAND,RHODE_ISLAND,2001,156275,1504125,920848,464571,49573,27392,1229,10704,12717,12458,9507,100850,45263,147342,,,,
2002_RHODE_ISLAND,RHODE_ISLAND,2002,156624,1600087,964169,484397,56173,27003,1209,10689,12407,12805,9856,100646,46661,148516,,,,
2003_RHODE_ISLAND,RHODE_ISLAND,2003,157286,1646238,971700,525727,64258,31360,1473,10702,12429,13018,9957,99034,48166,148673,230.297962,271.9986944,216.4940152,251.599156
2004_RHODE_ISLAND,RHODE_ISLAND,2004,156997,1745707,1034632,561479,68482,28171,1633,8824,11731,12783,10533,96583,49458,147674,,,,
2005_RHODE_ISLAND,RHODE_ISLAND,2005,153596,1790591,1023496,616544,74850,20070,1688,9580,11484,12470,10587,92602,49552,143842,233.4367723,272.3450181,216.4398673,265.1385618
2006_RHODE_ISLAND,RHODE_ISLAND,2006,150112,1983578,1120778,690355,80127,28706,1764,10231,11135,12194,10832,90001,49616,141381,,,,
2007_RHODE_ISLAND,RHODE_ISLAND,2007,147861,2082332,1177636,731694,85397,20234,1770,9840,11028,12098,10848,87549,48470,137789,235.8779358,275.3869905,218.7614449,259.1367031
2008_RHODE_ISLAND,RHODE_ISLAND,2008,143812,2175172,1229747,765970,88156,28023,1985,9905,9752,11422,10709,86093,47359,135437,,,,
2009_RHODE_ISLAND,RHODE_ISLAND,2009,141521,2171376,1224158,773039,90493,24161,2109,10254,10188,11275,10697,85821,46934,134864,238.7668591,277.9237194,222.7048852,269.2399849
2010_RHODE_ISLAND,RHODE_ISLAND,2010,141023,2187163,1238257,758963,89242,40673,2054,10057,10865,10954,10466,85623,46059,133736,,,,
2011_RHODE_ISLAND,RHODE_ISLAND,2011,139157,2198940,1260021,736651,93820,43726,1979,10164,10827,11146,10558,85516,45195,132690,241.6247747,282.8756596,222.4815969,268.2839492
2012_RHODE_ISLAND,RHODE_ISLAND,2012,137400,2190431,1272285,727287,95213,33633,2068,10786,10831,9971,10509,84955,44672,131695,,,,
2013_RHODE_ISLAND,RHODE_ISLAND,2013,136401,2231413,1265936,765178,96721,35089,2242,10490,11037,10293,10403,86006,43270,131518,241.4167352,284.0922122,222.8022398,261.9314952
2014_RHODE_ISLAND,RHODE_ISLAND,2014,135084,2258076,1277445,782773,92710,37897,2369,9885,10720,10899,10578,86813,42892,132074,,,,
2015_RHODE_ISLAND,RHODE_ISLAND,2015,134574,2326473,1322055,792525,90209,50889,2450,9897,10900,10945,10752,86796,42871,132117,238.0017297,281.4452196,225.4855367,267.6705197
2016_RHODE_ISLAND,RHODE_ISLAND,2016,133856,2358654,1340088,811796,90433,45441,,,,,,,,,,,,
2017_RHODE_ISLAND,RHODE_ISLAND,2017,,,,,,,,,,,,,,,237.5549343,277.1801256,223.3534427,269.5538233
1992_SOUTH_CAROLINA,SOUTH_CAROLINA,1992,,2922293,1544232,768292,,261644,7045,44501,51081,49562,34615,415759,173159,595963,212.4967138,260.772544,203.4161903,
1993_SOUTH_CAROLINA,SOUTH_CAROLINA,1993,631613,2994038,1592384,820795,269661,221824,7244,45490,50357,50591,33949,414217,176745,598206,,,,
1994_SOUTH_CAROLINA,SOUTH_CAROLINA,1994,634415,3156251,1646310,961618,211713,251078,7972,46859,51268,50799,35376,414019,179875,601866,,,,
1995_SOUTH_CAROLINA,SOUTH_CAROLINA,1995,638880,3286673,1707358,998972,232372,262152,8067,39964,50860,51308,34800,415274,182281,605622,,,,
1996_SOUTH_CAROLINA,SOUTH_CAROLINA,1996,635678,3493720,1820849,986157,235742,367884,8408,47374,50598,50625,35546,411908,185126,605442,213.1944149,260.7754476,210.4490389,
1997_SOUTH_CAROLINA,SOUTH_CAROLINA,1997,641925,3921465,1958816,1110236,246858,509633,8699,46748,51992,50775,36576,417234,186592,612525,,,,
1998_SOUTH_CAROLINA,SOUTH_CAROLINA,1998,648084,4241163,2072959,1183620,254897,620396,9188,47160,53929,51700,36637,421510,186742,617440,,,,
1999_SOUTH_CAROLINA,SOUTH_CAROLINA,1999,652731,4610436,2222890,1306221,266738,702407,16330,46274,49323,51601,36471,421121,183055,620506,,,,
2000_SOUTH_CAROLINA,SOUTH_CAROLINA,2000,666780,4961392,2426139,1418846,278840,716110,17340,47277,54468,53259,33911,428609,184185,630134,220.4170062,266.3536995,213.8588545,253.6627563
2001_SOUTH_CAROLINA,SOUTH_CAROLINA,2001,676681,5492539,2660503,1545738,297845,843817,18510,46055,53831,53043,35835,422158,189475,630143,,,,
2002_SOUTH_CAROLINA,SOUTH_CAROLINA,2002,674347,5897462,2832106,1620800,315248,956612,20064,49318,54242,56201,37515,431045,193962,645071,,,,
2003_SOUTH_CAROLINA,SOUTH_CAROLINA,2003,691736,6024747,2888468,1731328,324241,865462,20107,50985,52715,53384,38273,429651,198455,648213,235.7932235,277.3004496,214.8077245,265.3297945
2004_SOUTH_CAROLINA,SOUTH_CAROLINA,2004,696376,6138231,2971895,1780063,332280,828530,20961,52327,51999,56641,38736,430976,199472,651409,,,,
2005_SOUTH_CAROLINA,SOUTH_CAROLINA,2005,701176,6572191,3134658,1903030,342107,938347,21604,52805,50408,55701,40327,423621,203514,648739,238.3026753,281.2343211,213.2035072,258.1601855
2006_SOUTH_CAROLINA,SOUTH_CAROLINA,2006,699027,7148083,3310899,2071441,366285,1128702,22217,53154,51217,55222,41588,425902,206748,654867,,,,
2007_SOUTH_CAROLINA,SOUTH_CAROLINA,2007,701580,7660995,3481608,2157719,384965,1290372,22812,52314,52715,54067,39459,429440,207751,660003,237.1074115,281.5036015,213.8365272,268.0176705
2008_SOUTH_CAROLINA,SOUTH_CAROLINA,2008,710685,8167262,3745507,2467160,389371,1179283,23376,52468,53996,53446,43189,431758,210511,665645,,,,
2009_SOUTH_CAROLINA,SOUTH_CAROLINA,2009,714290,8427391,3854229,2463391,398422,1318784,24425,53615,55671,52711,44364,434084,211019,669528,235.6683025,280.3808554,215.9422982,268.6782355
2010_SOUTH_CAROLINA,SOUTH_CAROLINA,2010,715590,8242553,3797945,2445636,389554,1203253,24188,54624,55636,52904,44703,436769,210257,671214,,,,
2011_SOUTH_CAROLINA,SOUTH_CAROLINA,2011,713511,7961448,3689782,2428477,388361,1016126,23551,56065,54157,54243,44684,439773,207797,671121,237.303025,281.0001337,214.8998089,260.1212646
2012_SOUTH_CAROLINA,SOUTH_CAROLINA,2012,715744,7948441,3749691,2489094,408649,869025,23786,58641,54058,55365,44755,444923,208648,677357,,,,
2013_SOUTH_CAROLINA,SOUTH_CAROLINA,2013,722249,8224795,3933177,2621911,426662,853410,24295,58226,54672,56762,44624,451301,211835,687431,236.6258997,279.8246086,213.6465439,268.2826627
2014_SOUTH_CAROLINA,SOUTH_CAROLINA,2014,729386,8452743,4035914,2747427,430577,862750,24274,58282,55741,57025,45619,457244,216723,698241,,,,
2015_SOUTH_CAROLINA,SOUTH_CAROLINA,2015,737401,8783362,4123140,2893109,447019,928112,24654,55389,57740,56150,46909,462710,220780,708144,237.0895715,275.8278662,217.9696765,268.7461208
2016_SOUTH_CAROLINA,SOUTH_CAROLINA,2016,743320,9187299,4274682,3013294,458918,1073334,,,,,,,,,,,,
2017_SOUTH_CAROLINA,SOUTH_CAROLINA,2017,,,,,,,,,,,,,,,234.043993,274.6738211,213.1278354,265.76786
1992_SOUTH_DAKOTA,SOUTH_DAKOTA,1992,,593126,320561,169697,,65568,705,10266,10645,10498,8259,85823,36326,122854,,,,
1993_SOUTH_DAKOTA,SOUTH_DAKOTA,1993,107050,481665,265549,139963,22308,43632,612,10574,11086,11427,8936,89480,39971,130063,,,,
1994_SOUTH_DAKOTA,SOUTH_DAKOTA,1994,108439,525289,284638,148152,23351,52745,1244,10618,11116,11604,8925,89065,41356,131665,,,,
1995_SOUTH_DAKOTA,SOUTH_DAKOTA,1995,135494,693964,380309,199942,30140,68754,1475,10609,10937,11654,9116,88291,42770,132536,,,,
1996_SOUTH_DAKOTA,SOUTH_DAKOTA,1996,136394,689818,383377,201190,32183,56451,1192,10284,10668,11377,9552,86958,43883,132033,,,,257.5324275
1997_SOUTH_DAKOTA,SOUTH_DAKOTA,1997,135601,711052,390953,206419,33050,63192,924,10465,10375,11370,9939,86013,44300,131237,,,,
1998_SOUTH_DAKOTA,SOUTH_DAKOTA,1998,133698,781279,403237,214983,34336,107579,654,9495,9931,10841,9521,80586,41546,122786,,,,
1999_SOUTH_DAKOTA,SOUTH_DAKOTA,1999,131728,838078,425090,228657,33934,123444,1139,9171,9854,10618,9693,79167,41400,121706,,,,
2000_SOUTH_DAKOTA,SOUTH_DAKOTA,2000,130279,898609,443779,245481,36959,144296,967,8989,9583,10303,9354,77771,40718,119456,,,,263.9486365
2001_SOUTH_DAKOTA,SOUTH_DAKOTA,2001,127986,950595,471683,265808,39681,143663,1176,9075,9641,9997,9454,76539,40479,118194,,,,
2002_SOUTH_DAKOTA,SOUTH_DAKOTA,2002,127129,981977,485846,271549,42634,149374,2255,11121,9519,10051,9768,76074,40598,118927,,,,
2003_SOUTH_DAKOTA,SOUTH_DAKOTA,2003,127632,993823,499480,295468,42694,122247,2132,9201,9140,10082,9566,74682,39522,116336,237.2648206,284.8817364,222.2731786,261.7116448
2004_SOUTH_DAKOTA,SOUTH_DAKOTA,2004,125156,1012096,521961,306877,44816,105677,1173,9257,8862,9715,9389,73461,38907,113541,,,,
2005_SOUTH_DAKOTA,SOUTH_DAKOTA,2005,124862,1059303,539413,316892,46872,124727,1217,9470,8883,9576,8956,72843,38482,112542,241.5941861,287.303618,222.3986921,270.2437558
2006_SOUTH_DAKOTA,SOUTH_DAKOTA,2006,121718,1052315,552199,334845,48881,86227,1248,9614,8866,9510,8795,72275,38021,111544,,,,
2007_SOUTH_DAKOTA,SOUTH_DAKOTA,2007,121158,1096568,573916,335382,50283,105370,1335,9688,8935,9248,8901,72401,38182,111918,241.2134286,288.4639253,223.3985267,267.9789794
2008_SOUTH_DAKOTA,SOUTH_DAKOTA,2008,121606,1172715,609848,351235,61081,114678,2626,10315,9234,9446,8831,74536,38952,116114,,,,
2009_SOUTH_DAKOTA,SOUTH_DAKOTA,2009,126624,1273527,645912,379946,56772,154459,1367,10560,9245,9251,8741,73818,37968,113153,242.0977898,290.6191277,222.1665928,259.495771
2010_SOUTH_DAKOTA,SOUTH_DAKOTA,2010,123555,1281632,660064,382212,57639,146273,1974,11049,9140,9275,9063,74913,38192,115079,,,,
2011_SOUTH_DAKOTA,SOUTH_DAKOTA,2011,125613,1350617,661519,390655,59757,199636,2996,11375,9364,9139,8662,76158,37487,116641,240.9797923,290.6151968,219.8144463,264.2256116
2012_SOUTH_DAKOTA,SOUTH_DAKOTA,2012,127726,1296971,649023,379791,63166,172398,3117,11901,9657,9408,8816,78186,37267,118570,,,,
2013_SOUTH_DAKOTA,SOUTH_DAKOTA,2013,130296,1332496,663258,390637,64999,179586,2865,11898,9842,9531,8485,79488,36639,118992,240.9810997,287.2703906,217.9307449,272.0853653
2014_SOUTH_DAKOTA,SOUTH_DAKOTA,2014,130653,1355439,696235,413254,68154,146035,2787,11768,10366,9441,8674,81184,37301,121272,,,,
2015_SOUTH_DAKOTA,SOUTH_DAKOTA,2015,132836,1464781,709363,426257,70128,222592,3112,11552,10460,9549,8616,82347,37242,122701,239.7230949,284.6414057,220.4695246,265.0508578
2016_SOUTH_DAKOTA,SOUTH_DAKOTA,2016,134045,1475864,730176,440580,78149,192504,,,,,,,,,,,,
2017_SOUTH_DAKOTA,SOUTH_DAKOTA,2017,,,,,,,,,,,,,,,241.588947,286.3761595,221.7501229,259.7530024
1992_TENNESSEE,TENNESSEE,1992,,3132516,1830264,799825,,232437,9613,64463,65195,63358,49639,530221,233430,773264,210.9482274,258.8280481,212.5313941,
1993_TENNESSEE,TENNESSEE,1993,844668,3286481,1969619,781510,209586,248037,9542,68462,65646,64124,47668,534579,236542,780663,,,,
1994_TENNESSEE,TENNESSEE,1994,857014,3661470,2101003,996094,225590,270608,10831,71413,67339,65598,49401,540994,240821,792646,,,,
1995_TENNESSEE,TENNESSEE,1995,870594,3958973,2245634,1020793,221723,394695,11168,73962,67705,66513,49319,549220,243169,803557,,,,
1996_TENNESSEE,TENNESSEE,1996,881749,4284181,2363545,1143373,229847,460149,11653,74529,67330,66465,50332,556974,247548,816175,219.176248,263.118935,212.4037827,266.3116623
1997_TENNESSEE,TENNESSEE,1997,886517,4695409,2656651,1222265,248981,479484,11784,74912,67196,64518,48881,551780,239659,803223,,,,
1998_TENNESSEE,TENNESSEE,1998,876693,4988208,2829375,1291193,274143,494391,12518,71870,71249,66468,49440,565251,240872,818641,,,,
1999_TENNESSEE,TENNESSEE,1999,893842,5446555,3008844,1369969,291537,669601,13047,70814,71433,66243,53160,566148,251809,831004,,,,
2000_TENNESSEE,TENNESSEE,2000,907222,5805181,3166208,1471174,307022,743326,13312,70351,73373,66429,48802,570014,241038,824364,219.8355873,263.4365997,213.6939176,265.0228585
2001_TENNESSEE,TENNESSEE,2001,895839,6165661,3282993,1556508,323329,868777,14856,69429,72714,68184,51278,574689,250392,839937,,,,
2002_TENNESSEE,TENNESSEE,2002,897695,6363357,3478604,1624709,328546,762594,15952,70151,71300,70650,53273,571785,254271,842008,,,,
2003_TENNESSEE,TENNESSEE,2003,905050,6482671,3621601,1716956,341055,635950,16786,73202,70446,72505,54115,573095,261405,851286,227.7550447,268.1757286,211.9475411,269.7303543
2004_TENNESSEE,TENNESSEE,2004,911624,6738601,3843346,1796619,356397,574810,8132,74740,70555,73233,55490,573505,270211,851848,,,,
2005_TENNESSEE,TENNESSEE,2005,940769,7067521,4120045,1907907,378064,483208,10190,76449,69773,72949,56949,575580,277352,863122,231.6880797,270.5245768,214.2212693,266.7672812
2006_TENNESSEE,TENNESSEE,2006,953514,7395357,4248091,1995464,395656,573015,12323,77494,71857,72892,59904,587494,286397,886214,,,,
2007_TENNESSEE,TENNESSEE,2007,978084,7817659,4473035,2144367,414587,593354,14937,75289,72454,70745,62040,579042,282508,876487,232.7537101,273.9787866,215.7492686,259.5472252
2008_TENNESSEE,TENNESSEE,2008,966963,8488521,4709467,2373319,451628,735501,16864,76156,75091,72255,65306,591529,287401,895794,,,,
2009_TENNESSEE,TENNESSEE,2009,971484,8611178,4809809,2480290,461464,652210,16506,76745,75052,71050,66366,593417,285881,895804,231.8254862,274.7618211,216.7378111,265.0892467
2010_TENNESSEE,TENNESSEE,2010,971414,8760367,4934044,2516326,467568,627390,28787,76642,75481,71475,67441,596278,285715,910780,,,,
2011_TENNESSEE,TENNESSEE,2011,986382,8961443,4947165,2635217,479721,661195,27982,79803,75146,73725,67637,604964,286944,919890,232.901117,274.0387103,214.6402149,267.7505967
2012_TENNESSEE,TENNESSEE,2012,998638,9256522,5151260,2693334,514174,671532,27096,81186,74425,74459,66299,603243,281971,912310,,,,
2013_TENNESSEE,TENNESSEE,2013,992461,9248235,5191269,2780452,534815,564756,25756,78601,74401,74909,65854,605311,283888,914955,239.774787,277.7201273,219.7353947,266.6770524
2014_TENNESSEE,TENNESSEE,2014,992583,9432883,5296570,2805578,536241,549104,25912,74960,75248,74883,66972,606195,288408,920515,,,,
2015_TENNESSEE,TENNESSEE,2015,994530,9562527,5343272,2862499,560697,553396,30352,74240,76904,73899,68585,604802,291841,926995,240.6673957,278.2033807,218.6132644,260.3314228
2016_TENNESSEE,TENNESSEE,2016,999265,9680512,5401812,2915193,569611,553997,,,,,,,,,,,,
2017_TENNESSEE,TENNESSEE,2017,,,,,,,,,,,,,,,236.6925154,278.7777355,218.9527971,267.3557266
1992_TEXAS,TEXAS,1992,,16119084,7961379,4613884,,1833239,113197,262483,282693,261053,180206,2258666,907423,3279286,217.9187445,264.5928284,212.394311,
1993_TEXAS,TEXAS,1993,3535333,18574871,8914245,5150373,971683,2989512,120446,268646,284394,274208,178889,2291961,927209,3339616,,,,
1994_TEXAS,TEXAS,1994,3601627,19224149,9814470,6093204,936331,1717181,128736,272065,291604,281109,183737,2319822,956548,3405106,,,,
1995_TEXAS,TEXAS,1995,3670007,20198924,10652067,5778548,1087321,2104954,133754,281708,292191,284875,186229,2341811,990894,3466459,,,,
1996_TEXAS,TEXAS,1996,3740260,22401797,11427564,6131290,1174475,2667181,133303,285002,294431,290666,195075,2381712,1028958,3543973,228.7129198,270.1995776,216.8620124,263.5917419
1997_TEXAS,TEXAS,1997,3826366,23671010,12038459,6338637,1153593,3147085,135616,289683,296894,292648,206928,2407162,1059416,3602194,,,,
1998_TEXAS,TEXAS,1998,3888061,25723965,12804069,6944751,1209084,3561286,136945,290432,301475,299760,212503,2440832,1077158,3654935,,,,
1999_TEXAS,TEXAS,1999,3933017,27883593,13486659,7594544,1306137,3970379,138235,290806,308232,300830,217670,2466812,1095930,3700977,,,,
2000_TEXAS,TEXAS,2000,3965971,31067935,15018072,8307904,1371714,4719976,145771,294217,313731,304419,219943,2503059,1116572,3765402,232.6660297,274.8460159,216.9322417,268.0900265
2001_TEXAS,TEXAS,2001,4021535,33201450,15916451,9050782,1476787,4898465,170101,302859,318842,310762,226429,2543254,1147233,3860588,,,,
2002_TEXAS,TEXAS,2002,4112315,35668486,16826484,9580137,1582967,5399775,183740,315290,321612,316800,238882,2580635,1180158,3944533,,,,
2003_TEXAS,TEXAS,2003,4201914,37333674,18009879,10264033,1731131,4764154,194150,323502,321788,324381,243490,2614932,1199167,4008249,237.3059218,277.052649,214.8080056,266.5661059
2004_TEXAS,TEXAS,2004,4267330,38150452,18291531,10509643,1798316,4812152,204665,333934,324389,329214,247655,2645636,1220980,4071281,,,,
2005_TEXAS,TEXAS,2005,4334611,40302144,18950703,10963041,1883727,5592231,207967,350124,329969,335824,257151,2710248,1257055,4175270,241.9909163,281.102845,218.733824,259.63136
2006_TEXAS,TEXAS,2006,4450272,43394244,20299749,11672256,1980118,6170544,212137,352980,340488,338449,263224,2754665,1279727,4246529,,,,
2007_TEXAS,TEXAS,2007,4513835,45920825,21061312,12451077,2073350,6654163,217751,356706,346491,332671,273867,2800227,1300148,4318126,242.3397599,285.8707084,219.6043131,265.7102102
2008_TEXAS,TEXAS,2008,4581517,50205827,22845539,13360064,2214832,8133118,224759,362318,355578,343548,280308,2859434,1305637,4389830,,,,
2009_TEXAS,TEXAS,2009,4647205,53575273,23895853,13799383,2289408,9297597,239030,369433,368175,346524,291130,2911885,1329862,4480777,240.4646237,286.6850767,218.8582724,270.7005367
2010_TEXAS,TEXAS,2010,4728815,53810244,25097921,14179639,2401640,8055742,249122,374195,374111,354314,298400,2963292,1349106,4561520,,,,
2011_TEXAS,TEXAS,2011,4800196,52691826,25155007,14325757,2474232,6556210,249524,379446,375756,360279,298637,3007882,1363618,4621024,241.1017937,290.3467094,218.3208446,265.1195563
2012_TEXAS,TEXAS,2012,4844744,50215314,23902458,13954303,2497013,5538370,250911,390636,378750,366857,305425,3048599,1387513,4687023,,,,
2013_TEXAS,TEXAS,2013,4897523,50674724,24226519,14150552,2585417,5472152,248150,391731,383586,379786,309069,3102385,1411436,4761971,241.9262887,288.1989676,216.9095971,261.4490507
2014_TEXAS,TEXAS,2014,4949469,53096761,25364709,14803918,2682490,5766846,241826,390552,390570,388428,314039,3150946,1450441,4843213,,,,
2015_TEXAS,TEXAS,2015,5004866,56255791,26745844,15145619,2783770,6765205,243496,376824,397085,386627,323708,3188705,1492452,4924653,244.002472,283.7935403,217.942913,267.079865
2016_TEXAS,TEXAS,2016,5053291,59314884,27862199,15169007,2855527,8332612,,,,,,,,,,,,
2017_TEXAS,TEXAS,2017,,,,,,,,,,,,,,,240.9436707,282.3205103,214.8784935,262.0468529
1992_UTAH,UTAH,1992,,1547980,841552,396073,,155425,2611,32652,35956,36813,28775,288781,130082,421474,224.0422477,274.3431771,217.3303928,
1993_UTAH,UTAH,1993,462323,1665011,881924,410867,128758,207312,2690,33623,35467,38031,31692,287657,137235,427582,,,,
1994_UTAH,UTAH,1994,469811,1846448,997141,413388,137271,256177,3273,33750,34837,37519,33337,285725,141989,430987,,,,
1995_UTAH,UTAH,1995,472589,2045331,1069735,435270,143824,348647,3455,34645,34598,38090,32006,283810,144919,432184,,,,
1996_UTAH,UTAH,1996,474907,2150719,1132806,471430,153581,342609,3784,34882,34227,36860,34795,283359,149231,436374,226.5158412,276.7731058,215.4091913,
1997_UTAH,UTAH,1997,479812,2178778,1176955,504640,160763,282827,3806,35310,35306,36365,35900,283693,149227,436726,,,,
1998_UTAH,UTAH,1998,480811,2326611,1250866,536216,167139,307674,4115,34529,35008,35559,35706,283603,147857,435575,,,,
1999_UTAH,UTAH,1999,478814,2448591,1314796,568221,188105,312833,4281,34963,35921,35170,36594,283824,146450,434555,,,,
2000_UTAH,UTAH,2000,477835,2478420,1355794,596620,192296,270172,6216,36039,35910,34579,35484,284595,143721,434532,227.2926732,275.4367099,221.5141806,268.3158619
2001_UTAH,UTAH,2001,477380,2669621,1438459,653354,200475,311553,6883,36521,36411,35786,34951,288112,142021,437016,,,,
2002_UTAH,UTAH,2002,480526,2924051,1534954,683525,200572,426219,7865,37872,35481,35547,34790,290141,141839,439845,,,,
2003_UTAH,UTAH,2003,483066,2957874,1508566,705128,205147,469251,8598,39348,36064,36386,34629,293799,142140,444537,234.7829509,280.6453697,219.2703384,261.719961
2004_UTAH,UTAH,2004,487311,3066684,1552853,739158,224631,479463,9036,41088,37888,37674,35671,305321,148162,462519,,,,
2005_UTAH,UTAH,2005,488055,3188018,1632553,771298,241992,467720,3933,42307,38635,38463,36923,311404,150786,466123,238.7974238,279.1561234,221.3109271,263.1568908
2006_UTAH,UTAH,2006,496507,3371338,1709307,821539,255128,504723,3814,43518,40477,37743,36425,323940,152114,479868,,,,
2007_UTAH,UTAH,2007,504079,3618540,1816456,871613,266481,579188,9487,47591,44748,41114,40375,353180,165986,528653,239.4049889,281.0874737,221.2614281,267.6656302
2008_UTAH,UTAH,2008,556314,4337917,2068264,948423,289783,929772,9480,47046,44546,40261,37818,347943,155309,512732,,,,
2009_UTAH,UTAH,2009,532433,4419750,2169434,1008636,310325,821593,8225,47684,45610,40997,38995,357434,158243,523902,240.3187126,284.0682519,219.2041302,259.8855897
2010_UTAH,UTAH,2010,538676,4326951,2117551,1002867,308107,786272,10376,48043,46127,42227,38744,366560,160573,537509,,,,
2011_UTAH,UTAH,2011,545395,4195916,2157337,1018548,315664,592949,11972,48953,46758,43971,39693,373611,164296,549879,242.5375131,283.3083321,220.4160345,260.3070199
2012_UTAH,UTAH,2012,553873,4330417,2161779,1052249,334499,666528,12329,50378,48362,45387,40774,381495,169077,562901,,,,
