PRIMARY_KEY,STATE,YEAR,ENROLL,Total Expenditure,Instruction Expenditure,Support Services Expenditure,Other Expenditure,Capital Outlay Expenditure,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,Math Score Grade 4,Math Score Grade 8,Reading Score Grade 4,Reading Score Grade 8
2016_MISSISSIPPI,MISSISSIPPI,2016,486245,4631356,2407637,1551274,287245,335067,,,,,,,,,,,,
2017_MISSISSIPPI,MISSISSIPPI,2017,,,,,,,,,,,,,,,234.694193,270.9149075,215.2033057,268.6168223
1992_MISSOURI,MISSOURI,1992,,4197600,2168135,1221397,,474552,18948,65108,67098,64546,50534,531337,235437,785722,222.2155998,271.1315447,216.8980792,
1993_MISSOURI,MISSOURI,1993,834636,4234845,2229886,1250115,227686,399553,13950,65679,66445,66371,50195,536039,241874,791863,,,,
1994_MISSOURI,MISSOURI,1994,852324,4575564,2396531,1349465,245316,443146,16002,66607,68457,66025,52654,538847,247769,802618,,,,
1995_MISSOURI,MISSOURI,1995,862505,4957215,2573557,1449433,262319,526263,16225,68513,68159,66493,52939,544423,251696,812344,,,,
1996_MISSOURI,MISSOURI,1996,873867,5277785,2745318,1521493,283616,568575,16156,69215,67533,69195,54488,551184,254551,821891,224.7344618,273.2848872,216.1825587,
1997_MISSOURI,MISSOURI,1997,899750,5527705,2906899,1589440,310482,552305,16384,71575,67790,68190,55673,554625,258082,829091,,,,
1998_MISSOURI,MISSOURI,1998,909441,5849648,3083844,1693964,327445,553090,16584,67374,69262,69965,56165,559654,259990,836228,,,,
1999_MISSOURI,MISSOURI,1999,911563,6228001,3267404,1780317,354185,615448,18181,64608,70359,69850,56213,559158,262807,840146,,,,
2000_MISSOURI,MISSOURI,2000,913517,6708608,3459281,1913563,374060,756817,17980,63634,71208,68717,58103,556378,265356,839714,228.5528138,273.5757804,220.1717672,269.1159357
2001_MISSOURI,MISSOURI,2001,911673,7100685,3659465,2100767,402233,715516,18515,64104,71928,69677,57727,556027,265810,840352,,,,
2002_MISSOURI,MISSOURI,2002,909918,7636924,3901665,2224948,432144,828732,10668,64750,69697,71670,60920,557819,271262,839749,,,,
2003_MISSOURI,MISSOURI,2003,921625,7905481,4087984,2334521,448752,767068,11215,66509,66927,72806,61626,553887,273466,838568,234.8364254,278.7662503,222.2602301,266.1914352
2004_MISSOURI,MISSOURI,2004,914055,7896438,4061388,2357707,449882,739399,13602,64328,66284,73619,61838,550737,276782,841121,,,,
2005_MISSOURI,MISSOURI,2005,902659,8170965,4224716,2452665,457530,708726,17848,68221,66215,74436,62632,549073,282563,849484,235.0355476,276.4499393,221.1686228,252.6915933
2006_MISSOURI,MISSOURI,2006,913765,8654672,4483151,2619786,467463,758141,20927,67873,66268,72023,63755,545475,286078,852480,,,,
